Weights,Weights2,Size,Mean Square Error
-0.02553658420200934,-0.042154770050529235,0.5,1.2731605588363233
0.02101505343137705,0.015652957769437065,0.5,1.2731605588363233
-0.02565751828044927,-0.021180945535572166,0.5,1.2731605588363233
-0.02617008833551233,-0.052890783006585534,0.5,1.2731605588363233
0.0013014820472131157,0.0009521899143628327,0.5,1.2731605588363233
0.44498861217473334,-0.025661611761407993,0.5,1.2731605588363233
-0.05506250849366241,0.02864730170352105,0.5,1.2731605588363233
-0.1975269991016209,-0.4923173991055212,0.5,1.2731605588363233
0.023461359736607557,-0.16110616993088178,0.5,1.2731605588363233
-0.16678488626592428,-0.08433843171527665,0.5,1.2731605588363233
0.011552917652166804,-0.0047089541137301915,0.5,1.2731605588363233
0.5009788774144878,0.1999362751661669,0.5,1.2731605588363233
0.2482322948443846,0.4419011001325032,0.5,1.2731605588363233
-0.12708454483098433,0.039557081690762386,0.5,1.2731605588363233
-0.25516139452946773,-0.023004541048769984,0.5,1.2731605588363233
-1.9973443589646076,-1.073436083958067,0.5,1.2731605588363233
-0.5446673600557164,-0.4619791446596125,0.5,1.2731605588363233
-0.07862774955902918,-0.15525237977821085,0.5,1.2731605588363233
2.520875454897907,1.8109820393469485,0.5,1.2731605588363233
0.06224253179173242,0.07214168615700617,0.5,1.2731605588363233
0.0318107380051067,0.13437796598005375,0.5,1.2731605588363233
-1.3483303790462566,-1.4790044575634123,0.5,1.2731605588363233
1.485934916725916,1.4775644237597374,0.5,1.2731605588363233
-0.04577071395296825,-0.08479052537008532,0.5,1.2731605588363233
-0.14659017452996667,-0.06519446967641207,0.5,1.2731605588363233
0.006486555561535371,-0.09283642791800703,0.5,1.2731605588363233
-0.02645114784886909,0.09848834986701582,0.5,1.2731605588363233
-0.013651162608624397,0.0187396921570699,0.5,1.2731605588363233
0.33882103859126556,0.18675371574780816,0.5,1.2731605588363233
0.10030095419328496,0.02672316801471655,0.5,1.2731605588363233
0.363987755020399,0.6582492739348808,0.5,1.2731605588363233
1.1807258227421529,0.18408888190087233,0.5,1.2731605588363233
-0.8906424869767479,-0.10706760353866102,0.5,1.2731605588363233
